Word, DocumentID-Frequency of the word
attended, 3-1 11-2 13-2 15-1
attendees, 9-7
attending, 1-1 2-2 5-2 9-1
attends, 3-1 7-1 13-1 15-2 16-1
attention, 9-1 10-3 12-1 13-2 15-2 16-2
attentive, 14-1 15-1 16-1
attest, 13-1 15-1
attire, 5-1 15-1
attitude, 11-1
attorney, 7-1
attract, 9-1 16-1
attracted, 12-1 14-1
attraction, 14-1 16-1
attractive, 13-1 14-1 15-2
attractiveness, 12-1
attribute, 15-1
attributed, 13-1 15-2
attributes, 16-1
attributing, 15-1
attribution, 11-1
attrite, 16-1
attune, 14-1
audacious, 13-2
audible, 16-1
audibly, 1-1 15-1
audience, 7-1 8-1 9-2 10-9 11-1 12-4 13-2 14-1 15-3 16-2
audiences, 9-1 10-1
audio, 9-2
audit, 11-1
auditress, 15-1
audrey, 5-2 7-13 8-18
aught, 13-8 14-5 15-10 16-3
augment, 13-2 15-1 16-1
augmented, 14-1 15-1
augmenting, 5-1
augustine, 9-1
auran, 14-1
auroras, 14-1
ausonian, 13-1
auspices, 11-1
austere, 15-1
austerely, 14-1
australia, 1-1 10-1
authenticity, 9-1
authentick, 13-1 14-1
author, 9-1 10-2 11-18 13-3 14-5 15-4 16-2
authoring, 9-1
authority, 1-1 4-1 14-1 15-1 16-1
authorize, 12-1
authorized, 11-1
authors, 9-8 11-4 12-1 13-1
authorship, 11-2
automated, 10-1 11-4 12-2
automatic, 9-2 11-4
automatically, 11-4
automation, 10-4 12-8
autosegmentation, 10-2 12-1
autumn, 14-3
autumnal, 13-1
auxiliar, 13-1
avail, 13-1 15-2 16-1
availability, 9-4 10-3
available, 9-22 10-15 11-10 12-29 13-1
avails, 14-1 16-1
avant, 14-1
avenged, 14-2 15-1 16-2
avengers, 16-1
avenging, 14-1 15-1
avenue, 12-8
avenues, 9-1 11-1
average, 9-2 10-2 11-4
averaging, 10-1
averse, 13-1 15-2
avert, 15-1 16-1
aviled, 13-1
avocational, 9-1
avoid, 1-1 5-1 6-1 8-2 9-3 10-3 11-3 12-2 13-1 15-2
avoided, 9-1 11-1 12-1 16-1
avoiding, 9-1
avra, 9-4 12-3
await, 9-1
awaiting, 11-1 13-2 14-1
awaits, 16-2
awake, 13-2 14-3 15-1
awaked, 8-1 13-1 14-2
awakened, 12-1
awakening, 14-1
award, 11-1
awarded, 9-1
aware, 12-4 14-2
away, 1-8 2-5 3-8 4-4 5-8 7-4 8-5 9-4 11-4 12-1 14-1
awe, 14-4 15-3 16-1
awed, 14-1 16-1
awful, 13-2 14-2 15-3
awfully, 2-1
awhile, 5-1 6-1
awkward, 10-1 12-1
awry, 13-1
axe, 5-1 7-1
axes, 2-1
axioms, 11-1
axis, 2-1
axle, 13-1 15-2 16-1
ay, 5-6 6-3 7-6 8-4 14-1 16-1
azazel, 13-1
azores, 14-1
azotus, 13-1
azure, 13-1 15-2
b, 9-3 11-1 12-6
baalim, 13-1
babel, 13-2
babels, 13-1
baby, 2-12 4-2
babylon, 13-1 16-2
bacchus, 14-1 15-1
bachelor, 7-1
back, 1-11 2-9 3-11 4-8 5-1 6-1 8-3 9-3 10-5 11-3 12-3 13-7 14-14 15-5 16-9
backbone, 10-3 12-2
backbones, 10-1
background, 9-1 10-2 11-3 12-3
backgrounds, 11-1 12-1
backs, 3-1 15-1
backside, 13-1
backup, 10-1 11-1 12-2
backward, 13-1 15-1
bactrin, 16-1
bad, 1-2 6-1 8-1 11-2 13-5 14-2 15-4 16-9
bag, 4-1 6-1
baggage, 6-1
baile, 12-1
bait, 16-1
baked, 4-1
balance, 9-2 11-1 13-2
balanced, 2-1 12-1 14-1 15-1
bald, 8-1
baleful, 13-2
ball, 9-1 14-1
ballad, 6-1
balls, 3-1 14-1
balm, 13-2 14-2 15-1 16-1
balmy, 14-2 15-1 16-1
baltimore, 12-3
ban, 15-1
band, 7-1 10-1 13-2 15-1 16-1
banded, 10-1 13-1 14-3
bands, 8-1 13-5 14-3 15-1 16-1
bandwidth, 10-4 12-3
bandy, 8-1
bane, 13-2 14-1 15-1 16-1
banishd, 5-5 8-1
banished, 5-7 8-1 14-2 16-2
banishment, 5-2 16-1
bank, 1-2 4-1 9-1 11-1 14-3 15-4
bankrupt, 5-1
banks, 2-1 13-2 15-1
bannered, 13-1
banners, 13-1 14-1
banquet, 4-1 6-1 16-1
baptized, 13-1 16-1
baptizing, 16-1
bar, 8-1 13-1 14-2
barbara, 12-1
barbaric, 13-1
barbarous, 13-1 15-1
barbary, 7-1
barbed, 14-1
barca, 13-1
bard, 15-1
bare, 6-1 7-1 9-1 13-3 15-4 16-2
bargain, 8-1
bargaining, 11-1
bark, 2-2 13-1 16-1
barked, 13-2
barking, 2-1
barks, 6-1 7-2
barley, 3-1
baronas, 9-2 11-13 12-3
barred, 13-1 14-2 15-1 16-1
barrel, 10-1
barren, 13-1 14-1 15-1
barrenness, 16-1
barricadoed, 15-1
barriers, 10-5 12-1
barrowful, 2-2
bars, 5-1 13-1 14-1 15-1 16-1
basan, 13-1
base, 6-1 10-2 15-2
based, 9-4 10-5 11-9 12-6
baser, 6-1 13-1
bases, 15-1
basest, 6-1 15-1
basic, 9-4 10-7 11-2 12-3
basically, 10-1
basics, 11-1
basil, 12-1
basis, 9-2 11-2 12-1 14-1
baskd, 6-1
bastard, 7-1
bastinado, 8-1
bat, 1-2 3-1
batch, 10-3 11-1
bates, 16-1
bathed, 8-1 15-1
bathing, 1-1 13-1
batlet, 6-1
bats, 1-4
battailous, 14-1
battalion, 13-1 14-1
battering, 13-1
battery, 16-1
battin, 9-3 11-16 12-8
battins, 9-1 11-2
battle, 8-1 13-10 14-10 15-3 16-5
battlements, 13-2
battles, 14-2 15-1 16-1
baud, 10-1 12-1 13-1
bawd, 6-1
bawdry, 7-1
bawled, 3-1
bay, 7-1 13-1 15-1
be, 1-55 2-42 3-29 4-22 5-43 6-48 7-60 8-38 9-94 10-118 11-138 12-91 13-92 14-67 15-85 16-95
beach, 13-1 16-1
beads, 13-1
beak, 2-1
beaked, 16-1
beam, 10-1 13-4 14-3 15-1
beaming, 13-1
beams, 13-5 14-5 15-4 16-1
bear, 1-1 3-1 5-4 6-9 7-3 8-8 13-4 14-7 15-4 16-9
beard, 6-4 7-2 8-3
bearded, 6-1 14-2
beards, 5-2 8-2
bearest, 16-1
bearing, 14-1 16-2
bears, 6-3 8-1 13-1 14-2 15-1 16-1
beast, 3-1 6-1 8-2 13-1 14-3 15-17 16-11
beasts, 1-1 4-1 7-1 8-1 14-1 15-9 16-3
beat, 2-2 3-1 4-1 13-1 16-1
beaten, 13-2
beatific, 13-1
beating, 2-1 3-1
beatitude, 13-1
beau, 4-4 5-22
beauteous, 14-2 16-1
beauti, 4-1
beautiful, 2-1 3-1 4-11 10-1
beautifully, 1-2
beautify, 3-1
beauty, 5-1 7-2 14-7 15-3 16-1
beautys, 15-2
became, 2-1 4-1 9-2 10-2 12-1 16-2
becamest, 15-1
becamst, 13-1
because, 1-1 2-7 3-4 4-3 5-2 6-1 7-4 9-27 10-41 11-39 12-7 13-2 14-1 15-3 16-4
become, 1-1 2-1 3-1 4-2 5-1 7-1 8-1 9-2 10-5 11-8 12-5 13-2 15-2 16-5
becomes, 5-1 7-2 9-3 10-4 11-8 14-1 15-1 16-2
becoming, 4-1 9-3 10-1 11-1
bed, 1-1 6-1 7-2 8-2 14-2 15-2
bedrock, 11-1
bedropt, 16-1
beds, 1-1 3-1 13-1 14-1
bedward, 14-1
bee, 2-1 14-1 15-1
beelzebub, 13-4
been, 1-7 2-11 3-9 4-11 5-2 6-8 7-7 8-5 9-36 10-34 11-18 12-19 13-6 14-6 15-16 16-5
beersaba, 13-1
bees, 13-1
beest, 6-1 13-1
beeves, 16-1
befall, 14-1 15-2 16-4
befallen, 13-1 15-1 16-3
befel, 15-3 16-2
befell, 8-1
befits, 16-1
before, 1-11 2-4 3-8 4-15 5-8 6-4 7-5 8-3 9-6 10-9 11-9 12-4 13-12 14-13 15-22 16-29
beg, 1-6 4-2 5-1 6-1 8-1 16-3
began, 1-15 2-12 3-15 4-16 6-1 8-1 9-2 10-2 11-2 12-2 13-5 14-14 15-14 16-6
beget, 15-2 16-2
beggar, 7-1 8-1
beggarly, 6-1
begged, 1-1 16-1
begging, 14-1
begin, 1-1 2-3 3-5 4-4 5-1 7-1 8-2 9-3 11-8 12-1 14-2 15-3 16-3
beginning, 1-1 2-5 3-3 4-5 5-3 9-9 10-5 11-5 13-2 15-3
begins, 3-2 4-2 5-2 7-1 11-2 13-1 14-2 16-3
begirt, 13-1 14-1
begone, 7-1
begot, 5-1 7-1 8-1 13-1 14-2 16-1
begotten, 13-3 14-1 15-1 16-1
begs, 7-1 11-1
beguiled, 13-2 15-1 16-2
begun, 1-2 2-1 3-1 4-3 8-1 9-2 11-1 15-3 16-1
behalf, 8-1 9-1 12-1 13-1 16-1
behave, 11-1
behaved, 11-1
behavior, 6-1
behavioral, 10-2
behead, 4-1
beheaded, 3-3
beheading, 3-1
beheld, 13-4 14-7 15-8 16-4
beheldst, 16-2
behemoth, 15-1
behest, 14-1 16-2
behests, 13-1 14-1 15-1
behind, 1-3 2-4 3-3 4-3 5-2 7-4 9-3 11-1 12-1 13-5 14-2 15-2 16-3
behold, 13-7 14-12 15-17 16-13
beholders, 5-1 15-1
beholding, 7-1 13-1 14-1 16-1
beholds, 13-2 14-1 16-1
behoof, 13-1
behoves, 13-1 14-1
being, 1-6 2-4 3-4 4-5 5-3 6-4 7-6 8-4 9-21 10-18 11-18 12-15 13-9 14-6 15-7 16-6
belaboring, 10-1
belated, 13-1
belched, 13-1 14-1
belching, 16-1
belial, 13-4 14-1
belief, 8-1 11-2 15-2 16-1
beliefs, 9-1
believe, 1-1 2-3 3-1 4-4 7-3 8-3 9-1 11-1 13-2 15-2 16-4
believed, 4-1 9-1 10-2 11-1
believers, 16-1
believes, 6-1 10-3 11-2 12-1 16-1
believest, 14-1
believing, 16-1
belike, 13-1
bell, 6-2 11-1 12-2
bellcore, 11-8 12-5
bellcores, 11-1
bellerophon, 15-1
bellona, 13-1
bellow, 13-1
bellowing, 14-1
bells, 4-1 6-1 7-1
belly, 6-2 16-2
belong, 1-1 9-1 11-1 13-1 14-1 16-1
belonging, 9-1
belongs, 1-1 3-1 11-1 15-1 16-3
beloved, 4-1 5-2 7-1 14-1 16-3
below, 1-1 2-1 4-1 9-1 13-2 16-1
belt, 4-1
beltsville, 12-2
belus, 13-1
bend, 1-1 2-1 13-5 14-2 16-1
bended, 14-1 15-2
bending, 14-1 16-1
bends, 13-1 14-1
beneath, 13-6 14-7 15-4 16-1
benediction, 15-1 16-1
benefit, 10-1 11-3 15-1 16-1
benefits, 5-1 6-1 7-1 10-1 11-1 12-1
benevolent, 15-1
bengala, 13-1
benign, 15-1 16-2
benjamin, 12-1
bent, 1-1 13-5 14-7 15-3 16-7
benumb, 13-1
benummed, 16-1
bequeath, 8-1
bequeathed, 5-1
bequeathing, 8-1
bereave, 16-1
bereaved, 15-2
bereaving, 16-1
bereft, 16-1
berkeley, 10-1 12-1
bernard, 9-1
berne, 11-1
berry, 14-2
beryl, 15-1
beseech, 5-3 16-1
beseeching, 14-1 16-1
beseems, 13-1 14-1
beset, 13-1 16-2
besetting, 11-1
beside, 14-1 15-1
besides, 1-1 3-2 4-1 5-2 6-2 7-3 13-7 14-1 15-2 16-3
besieging, 14-1
besmeared, 13-1 14-1
besought, 13-1 14-1 15-2 16-2
bespake, 13-1 14-1
besser, 9-3 10-20 11-4 12-9
bessers, 10-1
best, 1-5 2-3 3-2 4-2 5-4 7-2 8-1 9-6 10-1 11-6 12-2 13-8 14-15 15-21 16-11
bestial, 13-2 14-1 15-1
bestir, 13-1
bestirs, 14-1
bestow, 8-1 14-1 15-1
bestowed, 5-1 13-1 14-2 15-1
bestows, 8-1
bestrown, 13-1 14-1
bestuck, 16-1
betake, 16-1
bethel, 13-1
bethesda, 12-2
bethink, 13-1
betide, 16-1
betimes, 13-1
betokening, 16-1
betook, 14-1 15-1 16-1
betray, 6-1 7-1
betrayed, 14-1
better, 1-2 2-4 3-6 4-2 5-11 6-8 7-9 8-2 9-5 10-4 11-10 12-2 13-6 14-8 15-6 16-11
betters, 6-1
between, 2-2 3-2 4-2 7-4 8-2 9-9 10-25 11-21 12-6 13-3 14-6 15-8 16-9
betwixt, 5-1 8-1 13-3 14-3 16-2
bevy, 16-1
bewailing, 16-1
beware, 7-1 14-2 15-4
beyond, 9-6 10-1 11-5 12-5 13-11 14-4 15-9 16-10
bi, 11-2
bibliographic, 9-4 10-7 11-3 12-4
bibliographies, 9-2
bickering, 15-1
bid, 5-1 6-1 8-5 13-2 14-2 15-6 16-3
bidding, 13-1 16-2
bide, 13-1 16-1
bids, 13-1 14-3 16-1
bidst, 14-1
big, 5-1 6-1 11-5 12-1
bigger, 10-2 11-1
biggest, 15-1
bigness, 13-2
bilingual, 11-2
bill, 1-6 2-4 3-1 4-2 7-1 10-2 12-1 16-1
billington, 9-1
billion, 10-1
billows, 13-1
bills, 1-4 5-1
binary, 10-6 11-1
bind, 6-1 13-2 14-1 15-3 16-2
binder, 10-1
binding, 10-2 11-1
binds, 8-1
biograph, 9-1
biology, 10-1
bird, 1-1 3-1 7-1 13-1 14-6 15-6 16-3
birds, 1-6 2-1 3-1 4-2 6-1 8-1 13-1 14-6 15-4 16-1
birth, 5-1 6-1 13-1 14-3 15-5 16-4
birthday, 3-1
birthright, 13-2
births, 16-1
biscuit, 6-1
biserta, 13-1
bit, 1-2 2-10 3-1 4-3 6-1 9-1 10-10 11-6
bite, 3-2 6-1
bites, 5-1
bitnet, 12-9
bitter, 3-1 6-1 7-2 8-2 13-2 14-1 15-2 16-1
bitterness, 7-1 16-1
bituminous, 16-2
bizance, 16-1
bizarre, 10-1
black, 6-1 7-3 10-8 11-1 12-1 13-6 15-3 16-4
blacker, 8-1
blackest, 13-1 14-1
blacking, 4-1
blades, 2-1
blains, 16-1
blame, 3-1 8-4 13-1 14-2 15-3 16-3
blamed, 16-1
blamest, 15-1
blanc, 16-1
blanching, 11-1
bland, 14-1 15-2
blandishment, 15-1
blank, 7-1 13-1 15-1
blanton, 12-1
blasphemd, 13-1
blasphemed, 16-1
blasphemous, 14-2
blast, 13-1 16-3
blasted, 13-1 14-1 16-1
blasting, 14-1
blasts, 4-2
blaze, 13-2 14-3 15-1 16-1
blazed, 13-1 14-1 15-1 16-2
blazing, 13-1 14-2 15-2 16-1
bleak, 6-1
bleating, 13-2 15-1 16-1
bled, 8-1
bleed, 12-1 14-1
bleeding, 10-1
bleeds, 1-1
blemishes, 11-1
bless, 16-1
blessed, 7-1 8-1 10-1 11-1 13-2 14-2 15-3 16-3
blessedness, 15-1
blessing, 5-1
blest, 6-1 13-2 14-4 15-2 16-9
blew, 4-2 16-1
blind, 5-1 7-1 13-4
blinded, 13-1
blisful, 16-1
bliss, 13-9 14-13 15-11 16-7
blissful, 13-3 14-3 16-1
blithe, 15-2 16-1
block, 5-1
blocks, 12-1
blood, 5-2 6-2 8-3 13-3 14-1 15-1 16-7
bloody, 6-1 7-1 8-2 16-3
bloom, 13-2 14-1 15-1
blooming, 14-1
blossom, 6-1
blossoms, 14-2 15-1
blot, 16-2
blotted, 13-1
blow, 2-1 3-1 6-3 13-2 14-5 16-1
blowing, 13-1 15-1 16-2
blown, 1-1 14-1 15-2 16-2
blows, 2-1 5-1 13-1 14-1
blue, 7-1 9-1 16-1
blueberries, 10-1
blush, 5-2 6-1 16-1
blushing, 15-2
bluster, 16-1
blustering, 13-2
bmi, 11-1
boar, 5-1
board, 8-1 10-4 11-8 12-2 13-1 14-1
boast, 6-1 8-1 13-3 14-4 15-1 16-1
boasted, 13-1
boastful, 14-1
boasting, 14-1
bob, 6-1
bodering, 13-1
bodies, 9-1 11-4 14-2 15-4 16-1
body, 3-2 5-2 6-2 8-2 9-3 10-1 11-3 13-1 14-3 15-2 16-3
boethius, 9-1
bog, 13-2
boggy, 13-1
bogs, 13-1 15-1
bohdan, 12-1
boiling, 13-3
boils, 10-3 14-1 16-1
boisterous, 6-1 8-1
bold, 5-1 9-1 11-2 12-2 13-8 14-7 15-5 16-3
boldend, 6-1
bolder, 13-1 15-1 16-1
boldest, 14-1
boldface, 9-1
bolding, 11-2
boldly, 4-1 13-1 14-1
boldness, 11-1 14-1
bolt, 8-1 13-1 14-1
bolted, 14-1 15-1
bon, 5-1
bond, 5-1 8-1 11-1 15-1
bondage, 8-1 13-2
bonds, 13-1 15-1
bone, 4-1 14-1 15-4 16-1
bones, 2-1 13-1
bonita, 12-1
bonnet, 7-1
bonny, 6-1
book, 1-6 3-1 4-4 8-1 9-11 10-14 11-7 12-7 13-4 14-3 15-4 16-3
bookmark, 9-1
books, 1-1 4-1 5-1 6-1 8-1 9-7 10-30 11-10 12-13 13-1
boolean, 9-4 11-1
boon, 4-1 14-1 15-1
boorish, 8-1
boots, 1-1 4-3
booty, 16-1
border, 13-1 14-1
bordering, 11-2 13-2
borders, 12-1 13-1 15-1
bore, 3-1 8-1 10-1 13-1 14-4 15-3
boreas, 16-1
born, 5-1 6-1 7-1 8-3 12-1 13-7 14-2 15-2 16-7
borne, 13-2 14-2 15-2 16-1
borrow, 7-1
borrowed, 13-2 14-1
borrowing, 11-1 15-1
bosom, 8-1 13-4 15-1 16-1
bosomed, 14-1
bosporus, 13-1
bossy, 13-1
boston, 9-1
botches, 16-1
both, 1-1 2-4 3-8 4-1 5-1 6-1 7-2 8-5 9-13 10-12 11-3 12-15 13-27 14-26 15-22 16-37
bother, 2-1 9-1
bottle, 1-9 2-1 6-1
bottlenecks, 12-1
bottom, 3-4 7-1 8-1 9-1 13-3 14-2 15-2 16-1
bottomless, 7-1 13-1 15-1
bough, 2-1 14-2 15-2
boughs, 6-2 8-1 14-3 15-2
bought, 7-2 14-3 16-1
boulevard, 12-2
bound, 4-1 5-1 8-1 9-6 10-6 11-5 12-2 13-4 14-5 15-4 16-6
boundaries, 9-1 10-1 11-2
boundary, 10-1
bounden, 5-1
boundless, 13-2 15-1
bounds, 6-1 7-1 11-1 13-7 14-7 15-5 16-8
bounteous, 14-2 15-1
bounties, 14-2
bountiful, 5-1
bounty, 14-2 15-1 16-1
bow, 7-1 8-1 13-3 14-3 15-2 16-2
bowdoin, 9-2
bowed, 1-1 2-1 3-2 13-1 14-1 15-1 16-1
bowels, 13-3
bower, 13-1 14-8 15-4 16-2
bowers, 14-1 15-2 16-2
bowing, 3-1 13-2 14-1 15-1
box, 1-3 2-2 4-5 11-1 12-2
boxed, 3-1
boy, 2-2 4-1 5-2 6-1 7-2 8-4
boylston, 12-1
boys, 5-4 7-1 8-3
brace, 16-1
brag, 8-1
braided, 14-1
brain, 2-1 6-1 8-2
brains, 7-1
brake, 14-2 15-2
brambles, 7-1
branch, 2-1 8-1 10-1 12-3 15-2
branches, 2-1 3-1 14-2 15-4
branching, 14-1 15-3
brand, 16-1
brandished, 14-1 16-1
brandishing, 13-1
brandy, 2-1
brass, 1-1 13-1 14-1 16-1
brave, 1-1 7-6
bravely, 7-1
bravery, 6-1
brawls, 5-1
brayed, 14-1
brazen, 13-1 14-1 15-2 16-2
breach, 15-2
bread, 2-1 3-1 4-5 7-1 16-3
breadth, 13-2 16-2
break, 2-1 3-1 5-3 6-1 7-4 11-1 12-4 13-2 14-2 15-1
breaking, 5-2 13-2
breaks, 7-2 8-1 11-1 13-1 14-1
breakthrough, 9-1 11-1
breast, 13-2 14-6 15-3 16-3
breasts, 15-1
breath, 1-1 2-1 3-1 4-1 6-1 13-2 14-2 15-1 16-5
breathe, 2-2 4-1 13-2 14-1 15-2 16-1
breathed, 5-1 13-2 14-1 15-2 16-2
breather, 7-1
breathes, 13-2 14-2 16-1
breathing, 13-1 14-1
breaths, 8-2 14-1
breathst, 13-1
bred, 5-2 6-1 13-2 14-2 15-1 16-4
breed, 5-1 7-1
breeding, 6-1 7-1 15-1
breeds, 13-1
breeze, 4-1
brethren, 13-1 16-6
briareos, 13-1
brick, 16-1
bridal, 15-1
bridegrooms, 8-1
brides, 8-1
bridge, 9-1 10-1 13-1 16-3
bridges, 10-2
bridging, 12-1 16-1
brief, 6-1 8-2 10-2 11-2 14-2 15-1 16-1
briefly, 6-1 11-1 12-1 14-1
briers, 5-1
brigade, 13-1
brigades, 13-1
bright, 1-3 2-1 3-2 4-2 5-1 8-1 13-19 14-15 15-14 16-13
brightened, 1-1 4-1 15-1
brightening, 13-1
brightens, 15-1
brighter, 15-1 16-1
brightest, 13-3 14-2
brightness, 10-1 13-4 14-2
brim, 14-1
brimming, 14-1
brimstone, 13-1
brinded, 15-1
bring, 1-2 4-1 5-1 6-7 7-2 8-3 9-6 10-4 11-3 12-1 13-11 14-8 15-10 16-13
bringest, 7-1
bringing, 2-1 3-1 4-1 10-2 11-3 16-2
brings, 7-1 8-2 13-2 14-4 15-3 16-5
brink, 13-2 16-1
bristled, 14-1
bristling, 1-1
british, 9-1 11-1 13-1
brittle, 9-1 10-9 11-1 12-2 13-1
broad, 9-2 10-6 11-1 12-2 13-4 14-3 15-8 16-3
broadcast, 10-1 11-1
broadening, 11-1
broader, 9-4 11-1 12-2
broadly, 12-1
broadside, 9-3
broadsides, 9-4 10-1 11-2 12-1
broidered, 14-1
broils, 13-2 14-1 16-1
broke, 2-2 5-1 6-2 13-2 14-3 15-2 16-4
broken, 1-4 2-1 3-1 5-3 7-1 8-1 13-3
brood, 13-3 15-1
brooding, 13-1 15-1
brook, 5-3 7-1 13-2 16-2
brooking, 15-1
brooks, 5-1 13-2 14-2
brother, 5-16 6-8 8-15 14-1 16-2
brotherly, 5-1
brothers, 1-1 5-3 6-1 7-1 8-3 16-1
brought, 2-2 3-1 8-2 9-3 10-1 11-1 13-5 14-9 15-11 16-11
brow, 7-2 8-1 13-1 14-2 15-2 16-1
brown, 1-1 4-1 12-2 15-1
browned, 10-1
browner, 7-1 8-1
brownrigg, 9-3 10-13 12-3
brownvm, 12-2
brows, 7-1 13-1
browse, 9-3 10-2 12-1
browsing, 9-2 10-10 11-6 12-4
bruise, 14-1 16-15
bruised, 14-1
brunner, 9-1
brunswick, 12-1
brush, 3-1 9-1 14-1
brushed, 13-1
brushing, 4-1
brutal, 15-2
brute, 13-2 15-7 16-2
brutish, 6-1 13-1 14-1 16-1
bubble, 6-1
buckles, 6-1
bud, 15-1 16-1
budget, 10-3
budgets, 12-2
buffs, 9-1
bugaboo, 9-1
bugle, 7-1
build, 9-3 10-4 11-4 13-4 14-1 15-5 16-3
builded, 16-1
builder, 10-2
builders, 11-1 13-1 16-1
building, 9-4 10-3 11-12 12-3 16-1
buildings, 10-1
builds, 11-2 15-1
buildup, 10-1
built, 9-2 10-3 11-3 13-6 14-1 15-5 16-2
bulk, 9-2 11-1 13-1 15-1 16-1
bulletin, 10-1
bullheadedly, 11-1
bullion, 13-1
bullock, 16-1
bulls, 13-1 16-1
bulwark, 13-1
bundled, 11-1
burden, 7-3 8-1 11-1 12-1 13-1 14-1 15-1 16-3
burdened, 14-1
burdensome, 14-1
bureau, 9-1 11-1 12-1
bureaus, 9-2 10-2 11-13 12-1
burgher, 14-1
burghers, 5-1
buried, 5-1 14-1
burn, 1-1 2-1 6-2 10-1 13-2 14-1 15-1 16-1
burnd, 8-1
burned, 13-2
burning, 1-1 13-6 15-1
burnished, 14-1 15-1
burns, 13-2 15-1
burnt, 1-1 13-1 15-1
burs, 5-2
burst, 1-1 13-1 16-1
bursting, 3-1 5-1 13-1 15-2 16-1
bursty, 10-1
burthen, 6-1
busa, 9-1 11-1
bush, 7-1 8-2 12-1 15-2
bushes, 8-1 14-1
bushs, 8-1
bushy, 14-1
busied, 14-1 15-1
busiest, 16-1
busily, 2-1 3-1 4-2
business, 1-1 2-1 3-4 4-1 6-1 9-1 10-5 11-3 12-3 13-1 14-1
busiris, 13-1
busy, 2-1 4-1 7-1
but, 1-58 2-45 3-31 4-36 5-44 6-50 7-65 8-36 9-51 10-54 11-74 12-25 13-124 14-151 15-155 16-160
butchers, 7-1
butchery, 6-1
butter, 2-3 3-1 4-5 6-1
buttercup, 2-1
buttered, 1-1
butterfly, 2-1
button, 9-1 11-1
buttons, 4-1
buxom, 13-1 14-1
buy, 5-1 6-4 10-1 11-1
buying, 6-1 10-1
by, 1-16 2-12 3-17 4-13 5-26 6-14 7-21 8-26 9-86 10-74 11-69 12-52 13-139 14-118 15-109 16-157
bye, 1-1 2-1
bypass, 12-1
byproduct, 11-1
byrum, 11-2 12-1
bytes, 10-1
c, 1-1 5-1 6-1 8-3 9-7 11-1 12-9
ca, 12-3 13-1
cackled, 4-1
cadence, 13-1 16-1
cadmus, 15-1
caecias, 16-1
caesars, 8-1
cage, 7-1
cake, 1-3
cakes, 2-3
calabria, 13-1
calaluca, 9-17 11-8 12-4
calalucas, 11-1
calamitous, 16-1
calamity, 13-1 16-1
calculate, 11-1 15-1
calculated, 11-1
calculation, 10-1
calf, 13-1
calibration, 12-1
california, 9-2 10-8 12-4
californias, 10-1
call, 1-1 2-2 3-3 4-3 5-7 6-7 7-4 8-4 9-1 13-5 14-6 15-7 16-14
calld, 5-1 7-1
called, 1-6 2-3 3-4 4-2 7-1 8-6 9-6 10-4 11-9 13-15 14-12 15-5 16-13
callest, 14-1 15-2
calling, 1-1 5-1 7-1 16-2
callow, 15-1
calls, 5-2 6-1 8-2 9-1 11-1 13-2 14-2 16-2
callst, 13-2
callt, 7-1
calm, 13-1 14-3 15-4
calmed, 16-1
calmer, 13-1
calmest, 14-1
calmly, 3-1
cals, 11-1
calstate, 12-1
calumnious, 14-1
calur, 12-1
calved, 15-1
cambalu, 16-1
cambridge, 9-1 12-1
came, 1-11 2-10 3-12 4-7 5-3 6-1 7-2 8-3 9-4 10-3 11-3 13-17 14-17 15-9 16-11
camest, 15-1
camomile, 3-1
camp, 13-1 14-1 16-1
campus, 9-1 10-9 12-3
campuses, 10-1
can, 1-13 2-8 3-4 4-11 5-11 6-21 7-19 8-11 9-48 10-54 11-87 12-33 13-43 14-34 15-39 16-31
canaan, 16-7
canaanite, 16-1
canada, 12-1
canadian, 11-1 12-1
canadien, 12-1
canary, 1-1
cancelled, 14-1
candle, 1-3 6-1 7-1
cannons, 6-1
canonical, 12-2
canopy, 13-1
canst, 5-1 6-2 7-2 13-2 14-4 15-3 16-3
cant, 1-4 2-9 3-8 4-7
canterbury, 1-1
canvas, 4-1
cany, 13-1
capabilities, 9-4 10-8 11-2 12-2
capability, 9-1 11-4 12-1
capable, 7-1 9-2 10-1 11-1 15-2
capacious, 15-2
capacities, 12-1
capacity, 9-3 10-4 12-3
caparisoned, 6-1
caparisons, 15-1
cape, 13-1 14-1 15-1
capering, 4-1
capers, 6-1
capital, 1-4 11-1 12-1 13-2 16-2
capitalize, 11-1
capitoline, 15-1
capon, 6-1
capricious, 7-1
capricorn, 16-1
caps, 12-1 13-3
captive, 13-3 14-2 16-1
captivity, 16-2
capture, 9-3 10-24 11-3 12-13
captured, 10-6 11-2
capturing, 10-5 12-1
car, 15-1
caravan, 15-1
carbuncle, 13-1 15-1
carcase, 13-1
carcases, 13-1
carcasses, 16-2
card, 9-1 13-1
cardboard, 4-1
cards, 3-1 4-2 10-1 13-2
care, 1-1 2-1 3-2 6-2 7-1 8-1 10-3 11-2 13-3 14-2 15-4 16-4
cared, 13-1
career, 13-1 14-1
careering, 15-1
careers, 10-1
careful, 10-1 14-1 16-1
carefully, 1-1 2-1 3-1
careless, 5-1 7-1
carelessly, 5-1
cares, 4-2 6-1 15-1
caresses, 15-1
carl, 9-8 11-1 12-4
carlot, 7-1
carmel, 16-1
carnage, 16-1
carnal, 15-2 16-2
carnation, 15-1
carol, 8-1 16-1
carolina, 10-1
carried, 2-2 4-2
